('', '2', '3', '5', '7', '89', '461', '235789461', 9)
('', '2', '89', '5', '67', '41', '3', '289567413', 9)
('', '2', '89', '5', '461', '3', '7', '289546137', 9)
('', '2', '89', '5', '461', '7', '3', '289546173', 9)
('', '2', '89', '5', '641', '3', '7', '289564137', 9)
('', '2', '89', '5', '641', '7', '3', '289564173', 9)
('', '2', '89', '7', '3', '5', '461', '289735461', 9)
('', '2', '89', '7', '3', '5', '641', '289735641', 9)
('', '2', '89', '7', '3', '461', '5', '289734615', 9)
('', '2', '89', '7', '3', '641', '5', '289736415', 9)
('', '2', '89', '7', '5', '3', '461', '289753461', 9)
('', '2', '89', '7', '5', '3', '641', '289753641', 9)
('', '2', '89', '7', '5', '43', '61', '289754361', 9)
('', '2', '89', '7', '5', '61', '43', '289756143', 9)
('', '2', '89', '7', '5', '461', '3', '289754613', 9)
('', '2', '89', '7', '5', '641', '3', '289756413', 9)
('', '2', '89', '7', '43', '5', '61', '289743561', 9)
('', '2', '89', '7', '43', '61', '5', '289743615', 9)
('', '2', '89', '7', '61', '5', '43', '289761543', 9)
('', '2', '89', '7', '61', '43', '5', '289761435', 9)
('', '2', '89', '7', '461', '3', '5', '289746135', 9)
('', '2', '89', '7', '461', '5', '3', '289746153', 9)
('', '2', '89', '7', '641', '3', '5', '289764135', 9)
('', '2', '89', '7', '641', '5', '3', '289764153', 9)
('', '2', '89', '41', '3', '5', '67', '289413567', 9)
('', '2', '89', '41', '3', '67', '5', '289413675', 9)
('', '2', '89', '41', '5', '3', '67', '289415367', 9)
('', '2', '89', '41', '5', '67', '3', '289415673', 9)
('', '2', '89', '41', '67', '3', '5', '289416735', 9)
('', '2', '89', '41', '67', '5', '3', '289416753', 9)
('', '2', '89', '43', '5', '7', '61', '289435761', 9)
('', '2', '89', '43', '5', '61', '7', '289435617', 9)
('', '2', '89', '43', '7', '5', '61', '289437561', 9)
('', '2', '89', '43', '7', '61', '5', '289437615', 9)
('', '2', '89', '43', '61', '5', '7', '289436157', 9)
('', '2', '89', '43', '61', '7', '5', '289436175', 9)
('', '2', '89', '47', '3', '5', '61', '289473561', 9)
('', '2', '89', '47', '3', '61', '5', '289473615', 9)
('', '2', '89', '47', '5', '3', '61', '289475361', 9)
('', '2', '89', '47', '5', '61', '3', '289475613', 9)
('', '2', '89', '47', '61', '3', '5', '289476135', 9)
('', '2', '89', '47', '61', '5', '3', '289476153', 9)
('', '2', '89', '61', '3', '5', '47', '289613547', 9)
('', '2', '89', '61', '3', '47', '5', '289613475', 9)
('', '2', '89', '61', '5', '3', '47', '289615347', 9)
('', '2', '89', '61', '5', '7', '43', '289615743', 9)
('', '2', '89', '61', '5', '43', '7', '289615437', 9)
('', '2', '89', '61', '5', '47', '3', '289615473', 9)
('', '2', '89', '61', '7', '5', '43', '289617543', 9)
('', '2', '89', '61', '7', '43', '5', '289617435', 9)
('', '2', '89', '61', '43', '5', '7', '289614357', 9)
('', '2', '89', '61', '43', '7', '5', '289614375', 9)
('', '2', '89', '61', '47', '3', '5', '289614735', 9)
('', '2', '89', '61', '47', '5', '3', '289614753', 9)
('', '2', '89', '67', '3', '5', '41', '289673541', 9)
('', '2', '89', '67', '3', '41', '5', '289673415', 9)
('', '2', '89', '67', '5', '3', '41', '289675341', 9)
('', '2', '89', '67', '5', '41', '3', '289675413', 9)
('', '2', '89', '67', '41', '3', '5', '289674135', 9)
('', '2', '89', '67', '41', '5', '3', '289674153', 9)
('', '2', '89', '461', '3', '5', '7', '289461357', 9)
('', '2', '89', '461', '3', '7', '5', '289461375', 9)
('', '2', '89', '461', '5', '3', '7', '289461537', 9)
('', '2', '89', '461', '5', '7', '3', '289461573', 9)
('', '2', '89', '461', '7', '3', '5', '289461735', 9)
('', '2', '89', '461', '7', '5', '3', '289461753', 9)
('', '2', '89', '641', '3', '5', '7', '289641357', 9)
('', '2', '89', '641', '3', '7', '5', '289641375', 9)
('', '2', '89', '641', '5', '3', '7', '289641537', 9)
('', '2', '89', '641', '5', '7', '3', '289641573', 9)
('', '2', '89', '641', '7', '3', '5', '289641735', 9)
('', '2', '89', '641', '7', '5', '3', '289641753', 9)
('', '2', '461', '3', '5', '7', '89', '246135789', 9)
('', '2', '461', '3', '5', '89', '7', '246135897', 9)
('', '2', '461', '3', '7', '5', '89', '246137589', 9)
('', '2', '461', '3', '7', '89', '5', '246137895', 9)
('', '2', '461', '3', '89', '5', '7', '246138957', 9)
('', '2', '461', '3', '89', '7', '5', '246138975', 9)
('', '2', '461', '5', '3', '7', '89', '246153789', 9)
('', '2', '461', '5', '3', '89', '7', '246153897', 9)
('', '2', '461', '5', '7', '3', '89', '246157389', 9)
('', '2', '461', '5', '7', '89', '3', '246157893', 9)
('', '2', '461', '5', '89', '3', '7', '246158937', 9)
('', '2', '461', '5', '89', '7', '3', '246158973', 9)
('', '2', '461', '7', '3', '5', '89', '246173589', 9)
('', '2', '461', '7', '3', '89', '5', '246173895', 9)
('', '2', '461', '7', '5', '3', '89', '246175389', 9)
('', '2', '461', '7', '5', '89', '3', '246175893', 9)
('', '2', '461', '7', '89', '3', '5', '246178935', 9)
('', '2', '461', '7', '89', '5', '3', '246178953', 9)
('', '2', '461', '89', '3', '5', '7', '246189357', 9)
('', '2', '461', '89', '3', '7', '5', '246189375', 9)
('', '2', '461', '89', '5', '3', '7', '246189537', 9)
('', '2', '461', '89', '5', '7', '3', '246189573', 9)
('', '2', '461', '89', '7', '3', '5', '246189735', 9)
('', '2', '461', '89', '7', '5', '3', '246189753', 9)
('', '2', '641', '3', '5', '7', '89', '264135789', 9)
('', '2', '641', '3', '5', '89', '7', '264135897', 9)
('', '2', '641', '3', '7', '5', '89', '264137589', 9)
('', '2', '641', '3', '7', '89', '5', '264137895', 9)
('', '2', '641', '3', '89', '5', '7', '264138957', 9)
('', '2', '641', '3', '89', '7', '5', '264138975', 9)
('', '2', '641', '5', '3', '7', '89', '264153789', 9)
('', '2', '641', '5', '3', '89', '7', '264153897', 9)
('', '2', '641', '5', '7', '3', '89', '264157389', 9)
('', '2', '641', '5', '7', '89', '3', '264157893', 9)
('', '2', '641', '5', '89', '3', '7', '264158937', 9)
('', '2', '641', '5', '89', '7', '3', '264158973', 9)
('', '2', '641', '7', '3', '5', '89', '264173589', 9)
('', '2', '641', '7', '3', '89', '5', '264173895', 9)
('', '2', '641', '7', '5', '3', '89', '264175389', 9)
('', '2', '641', '7', '5', '89', '3', '264175893', 9)
('', '2', '641', '7', '89', '3', '5', '264178935', 9)
('', '2', '641', '7', '89', '5', '3', '264178953', 9)
('', '2', '641', '89', '3', '5', '7', '264189357', 9)
('', '2', '641', '89', '3', '7', '5', '264189375', 9)
('', '2', '641', '89', '5', '3', '7', '264189537', 9)
('', '2', '641', '89', '5', '7', '3', '264189573', 9)
('', '2', '641', '89', '7', '3', '5', '264189735', 9)
('', '2', '641', '89', '7', '5', '3', '264189753', 9)
('', '3', '2', '5', '7', '89', '461', '325789461', 9)
('', '3', '2', '5', '7', '89', '641', '325789641', 9)
('', '3', '2', '5', '7', '461', '89', '325746189', 9)
('', '3', '2', '5', '7', '641', '89', '325764189', 9)
('', '3', '2', '5', '41', '67', '89', '325416789', 9)
('', '3', '2', '5', '41', '89', '67', '325418967', 9)
('', '3', '2', '5', '47', '61', '89', '325476189', 9)
('', '3', '2', '5', '47', '89', '61', '325478961', 9)
('', '3', '2', '5', '61', '47', '89', '325614789', 9)
('', '3', '2', '5', '61', '89', '47', '325618947', 9)
('', '3', '2', '5', '67', '41', '89', '325674189', 9)
('', '3', '2', '5', '67', '89', '41', '325678941', 9)
('', '3', '2', '5', '89', '7', '461', '325897461', 9)
('', '3', '2', '5', '89', '7', '641', '325897641', 9)
('', '3', '2', '5', '89', '41', '67', '325894167', 9)
('', '3', '2', '5', '89', '47', '61', '325894761', 9)
('', '3', '2', '5', '89', '61', '47', '325896147', 9)
('', '3', '2', '5', '89', '67', '41', '325896741', 9)
('', '3', '2', '5', '89', '461', '7', '325894617', 9)
('', '3', '2', '5', '89', '641', '7', '325896417', 9)
('', '3', '2', '5', '461', '7', '89', '325461789', 9)
('', '3', '2', '5', '461', '89', '7', '325461897', 9)
('', '3', '2', '5', '641', '7', '89', '325641789', 9)
('', '3', '2', '5', '641', '89', '7', '325641897', 9)
('', '3', '2', '7', '5', '89', '461', '327589461', 9)
('', '3', '2', '7', '5', '89', '641', '327589641', 9)
('', '3', '2', '7', '5', '461', '89', '327546189', 9)
('', '3', '2', '7', '5', '641', '89', '327564189', 9)
('', '3', '2', '7', '89', '5', '461', '327895461', 9)
('', '3', '2', '7', '89', '5', '641', '327895641', 9)
('', '3', '2', '7', '89', '461', '5', '327894615', 9)
('', '3', '2', '7', '89', '641', '5', '327896415', 9)
('', '3', '2', '7', '461', '5', '89', '327461589', 9)
('', '3', '2', '7', '461', '89', '5', '327461895', 9)
('', '3', '2', '7', '641', '5', '89', '327641589', 9)
('', '3', '2', '7', '641', '89', '5', '327641895', 9)
('', '3', '2', '41', '5', '67', '89', '324156789', 9)
('', '3', '2', '41', '5', '89', '67', '324158967', 9)
('', '3', '2', '41', '67', '5', '89', '324167589', 9)
('', '3', '2', '41', '67', '89', '5', '324167895', 9)
('', '3', '2', '41', '89', '5', '67', '324189567', 9)
('', '3', '2', '41', '89', '67', '5', '324189675', 9)
('', '3', '2', '47', '5', '61', '89', '324756189', 9)
('', '3', '2', '47', '5', '89', '61', '324758961', 9)
('', '3', '2', '47', '61', '5', '89', '324761589', 9)
('', '3', '2', '47', '61', '89', '5', '324761895', 9)
('', '3', '2', '47', '89', '5', '61', '324789561', 9)
('', '3', '2', '47', '89', '61', '5', '324789615', 9)
('', '3', '2', '61', '5', '47', '89', '326154789', 9)
('', '3', '2', '61', '5', '89', '47', '326158947', 9)
('', '3', '2', '61', '47', '5', '89', '326147589', 9)
('', '3', '2', '61', '47', '89', '5', '326147895', 9)
('', '3', '2', '61', '89', '5', '47', '326189547', 9)
('', '3', '2', '61', '89', '47', '5', '326189475', 9)
('', '3', '2', '67', '5', '41', '89', '326754189', 9)
('', '3', '2', '67', '5', '89', '41', '326758941', 9)
('', '3', '2', '67', '41', '5', '89', '326741589', 9)
('', '3', '2', '67', '41', '89', '5', '326741895', 9)
('', '3', '2', '67', '89', '5', '41', '326789541', 9)
('', '3', '2', '67', '89', '41', '5', '326789415', 9)
('', '3', '2', '89', '5', '7', '461', '328957461', 9)
('', '3', '2', '89', '5', '7', '641', '328957641', 9)
('', '3', '2', '89', '5', '41', '67', '328954167', 9)
('', '3', '2', '89', '5', '47', '61', '328954761', 9)
('', '3', '2', '89', '5', '61', '47', '328956147', 9)
('', '3', '2', '89', '5', '67', '41', '328956741', 9)
('', '3', '2', '89', '5', '461', '7', '328954617', 9)
('', '3', '2', '89', '5', '641', '7', '328956417', 9)
('', '3', '2', '89', '7', '5', '461', '328975461', 9)
('', '3', '2', '89', '7', '5', '641', '328975641', 9)
('', '3', '2', '89', '7', '461', '5', '328974615', 9)
('', '3', '2', '89', '7', '641', '5', '328976415', 9)
('', '3', '2', '89', '41', '5', '67', '328941567', 9)
('', '3', '2', '89', '41', '67', '5', '328941675', 9)
('', '3', '2', '89', '47', '5', '61', '328947561', 9)
('', '3', '2', '89', '47', '61', '5', '328947615', 9)
('', '3', '2', '89', '61', '5', '47', '328961547', 9)
('', '3', '2', '89', '61', '47', '5', '328961475', 9)
('', '3', '2', '89', '67', '5', '41', '328967541', 9)
('', '3', '2', '89', '67', '41', '5', '328967415', 9)
('', '3', '2', '89', '461', '5', '7', '328946157', 9)
('', '3', '2', '89', '461', '7', '5', '328946175', 9)
('', '3', '2', '89', '641', '5', '7', '328964157', 9)
('', '3', '2', '89', '641', '7', '5', '328964175', 9)
('', '3', '2', '461', '5', '7', '89', '324615789', 9)
('', '3', '2', '461', '5', '89', '7', '324615897', 9)
('', '3', '2', '461', '7', '5', '89', '324617589', 9)
('', '3', '2', '461', '7', '89', '5', '324617895', 9)
('', '3', '2', '461', '89', '5', '7', '324618957', 9)
('', '3', '2', '461', '89', '7', '5', '324618975', 9)
('', '3', '2', '641', '5', '7', '89', '326415789', 9)
('', '3', '2', '641', '5', '89', '7', '326415897', 9)
('', '3', '2', '641', '7', '5', '89', '326417589', 9)
('', '3', '2', '641', '7', '89', '5', '326417895', 9)
('', '3', '2', '641', '89', '5', '7', '326418957', 9)
('', '3', '2', '641', '89', '7', '5', '326418975', 9)
('', '3', '5', '2', '7', '89', '461', '352789461', 9)
('', '3', '5', '2', '7', '89', '641', '352789641', 9)
('', '3', '5', '2', '7', '461', '89', '352746189', 9)
('', '3', '5', '2', '7', '641', '89', '352764189', 9)
('', '3', '5', '2', '41', '67', '89', '352416789', 9)
('', '3', '5', '2', '41', '89', '67', '352418967', 9)
('', '3', '5', '2', '47', '61', '89', '352476189', 9)
('', '3', '5', '2', '47', '89', '61', '352478961', 9)
('', '3', '5', '2', '61', '47', '89', '352614789', 9)
('', '3', '5', '2', '61', '89', '47', '352618947', 9)
('', '3', '5', '2', '67', '41', '89', '352674189', 9)
('', '3', '5', '2', '67', '89', '41', '352678941', 9)
('', '3', '5', '2', '89', '7', '461', '352897461', 9)
('', '3', '5', '2', '89', '7', '641', '352897641', 9)
('', '3', '5', '2', '89', '41', '67', '352894167', 9)
('', '3', '5', '2', '89', '47', '61', '352894761', 9)
('', '3', '5', '2', '89', '61', '47', '352896147', 9)
('', '3', '5', '2', '89', '67', '41', '352896741', 9)
('', '3', '5', '2', '89', '461', '7', '352894617', 9)
('', '3', '5', '2', '89', '641', '7', '352896417', 9)
('', '3', '5', '2', '461', '7', '89', '352461789', 9)
('', '3', '5', '2', '461', '89', '7', '352461897', 9)
('', '3', '5', '2', '641', '7', '89', '352641789', 9)
('', '3', '5', '2', '641', '89', '7', '352641897', 9)
('', '3', '5', '7', '2', '89', '461', '357289461', 9)
('', '3', '5', '7', '2', '89', '641', '357289641', 9)
('', '3', '5', '7', '2', '461', '89', '357246189', 9)
('', '3', '5', '7', '2', '641', '89', '357264189', 9)
('', '3', '5', '7', '89', '2', '461', '357892461', 9)
('', '3', '5', '7', '89', '2', '641', '357892641', 9)
('', '3', '5', '7', '89', '461', '2', '357894612', 9)
('', '3', '5', '7', '89', '641', '2', '357896412', 9)
('', '3', '5', '7', '461', '2', '89', '357461289', 9)
('', '3', '5', '7', '461', '89', '2', '357461892', 9)
('', '3', '5', '7', '641', '2', '89', '357641289', 9)
('', '3', '5', '7', '641', '89', '2', '357641892', 9)
('', '3', '5', '41', '2', '67', '89', '354126789', 9)
('', '3', '5', '41', '2', '89', '67', '354128967', 9)
('', '3', '5', '41', '67', '2', '89', '354167289', 9)
('', '3', '5', '41', '67', '89', '2', '354167892', 9)
('', '3', '5', '41', '89', '2', '67', '354189267', 9)
('', '3', '5', '41', '89', '67', '2', '354189672', 9)
('', '3', '5', '47', '2', '61', '89', '354726189', 9)
('', '3', '5', '47', '2', '89', '61', '354728961', 9)
('', '3', '5', '47', '61', '2', '89', '354761289', 9)
('', '3', '5', '47', '61', '89', '2', '354761892', 9)
('', '3', '5', '47', '89', '2', '61', '354789261', 9)
('', '3', '5', '47', '89', '61', '2', '354789612', 9)
('', '3', '5', '61', '2', '47', '89', '356124789', 9)
('', '3', '5', '61', '2', '89', '47', '356128947', 9)
('', '3', '5', '61', '47', '2', '89', '356147289', 9)
('', '3', '5', '61', '47', '89', '2', '356147892', 9)
('', '3', '5', '61', '89', '2', '47', '356189247', 9)
('', '3', '5', '61', '89', '47', '2', '356189472', 9)
('', '3', '5', '67', '2', '41', '89', '356724189', 9)
('', '3', '5', '67', '2', '89', '41', '356728941', 9)
('', '3', '5', '67', '41', '2', '89', '356741289', 9)
('', '3', '5', '67', '41', '89', '2', '356741892', 9)
('', '3', '5', '67', '89', '2', '41', '356789241', 9)
('', '3', '5', '67', '89', '41', '2', '356789412', 9)
('', '3', '5', '89', '2', '7', '461', '358927461', 9)
('', '3', '5', '89', '2', '7', '641', '358927641', 9)
('', '3', '5', '89', '2', '41', '67', '358924167', 9)
('', '3', '5', '89', '2', '47', '61', '358924761', 9)
('', '3', '5', '89', '2', '61', '47', '358926147', 9)
('', '3', '5', '89', '2', '67', '41', '358926741', 9)
('', '3', '5', '89', '2', '461', '7', '358924617', 9)
('', '3', '5', '89', '2', '641', '7', '358926417', 9)
('', '3', '5', '89', '7', '2', '461', '358972461', 9)
('', '3', '5', '89', '7', '2', '641', '358972641', 9)
('', '3', '5', '89', '7', '461', '2', '358974612', 9)
('', '3', '5', '89', '7', '641', '2', '358976412', 9)
('', '3', '5', '89', '41', '2', '67', '358941267', 9)
('', '3', '5', '89', '41', '67', '2', '358941672', 9)
('', '3', '5', '89', '47', '2', '61', '358947261', 9)
('', '3', '5', '89', '47', '61', '2', '358947612', 9)
('', '3', '5', '89', '61', '2', '47', '358961247', 9)
('', '3', '5', '89', '61', '47', '2', '358961472', 9)
('', '3', '5', '89', '67', '2', '41', '358967241', 9)
('', '3', '5', '89', '67', '41', '2', '358967412', 9)
('', '3', '5', '89', '461', '2', '7', '358946127', 9)
('', '3', '5', '89', '461', '7', '2', '358946172', 9)
('', '3', '5', '89', '641', '2', '7', '358964127', 9)
('', '3', '5', '89', '641', '7', '2', '358964172', 9)
('', '3', '5', '461', '2', '7', '89', '354612789', 9)
('', '3', '5', '461', '2', '89', '7', '354612897', 9)
('', '3', '5', '461', '7', '2', '89', '354617289', 9)
('', '3', '5', '461', '7', '89', '2', '354617892', 9)
('', '3', '5', '461', '89', '2', '7', '354618927', 9)
('', '3', '5', '461', '89', '7', '2', '354618972', 9)
('', '3', '5', '641', '2', '7', '89', '356412789', 9)
('', '3', '5', '641', '2', '89', '7', '356412897', 9)
('', '3', '5', '641', '7', '2', '89', '356417289', 9)
('', '3', '5', '641', '7', '89', '2', '356417892', 9)
('', '3', '5', '641', '89', '2', '7', '356418927', 9)
('', '3', '5', '641', '89', '7', '2', '356418972', 9)
('', '3', '7', '2', '5', '89', '461', '372589461', 9)
('', '3', '7', '2', '5', '89', '641', '372589641', 9)
('', '3', '7', '2', '5', '461', '89', '372546189', 9)
('', '3', '7', '2', '5', '641', '89', '372564189', 9)
('', '3', '7', '2', '89', '5', '461', '372895461', 9)
('', '3', '7', '2', '89', '5', '641', '372895641', 9)
('', '3', '7', '2', '89', '461', '5', '372894615', 9)
('', '3', '7', '2', '89', '641', '5', '372896415', 9)
('', '3', '7', '2', '461', '5', '89', '372461589', 9)
('', '3', '7', '2', '461', '89', '5', '372461895', 9)
('', '3', '7', '2', '641', '5', '89', '372641589', 9)
('', '3', '7', '2', '641', '89', '5', '372641895', 9)
('', '3', '7', '5', '2', '89', '461', '375289461', 9)
('', '3', '7', '5', '2', '89', '641', '375289641', 9)
('', '3', '7', '5', '2', '461', '89', '375246189', 9)
('', '3', '7', '5', '2', '641', '89', '375264189', 9)
('', '3', '7', '5', '89', '2', '461', '375892461', 9)
('', '3', '7', '5', '89', '2', '641', '375892641', 9)
('', '3', '7', '5', '89', '461', '2', '375894612', 9)
('', '3', '7', '5', '89', '641', '2', '375896412', 9)
('', '3', '7', '5', '461', '2', '89', '375461289', 9)
('', '3', '7', '5', '461', '89', '2', '375461892', 9)
('', '3', '7', '5', '641', '2', '89', '375641289', 9)
('', '3', '7', '5', '641', '89', '2', '375641892', 9)
('', '3', '7', '89', '2', '5', '461', '378925461', 9)
('', '3', '7', '89', '2', '5', '641', '378925641', 9)
('', '3', '7', '89', '2', '461', '5', '378924615', 9)
('', '3', '7', '89', '2', '641', '5', '378926415', 9)
('', '3', '7', '89', '5', '2', '461', '378952461', 9)
('', '3', '7', '89', '5', '2', '641', '378952641', 9)
('', '3', '7', '89', '5', '461', '2', '378954612', 9)
('', '3', '7', '89', '5', '641', '2', '378956412', 9)
('', '3', '7', '89', '461', '2', '5', '378946125', 9)
('', '3', '7', '89', '461', '5', '2', '378946152', 9)
('', '3', '7', '89', '641', '2', '5', '378964125', 9)
('', '3', '7', '89', '641', '5', '2', '378964152', 9)
('', '3', '7', '461', '2', '5', '89', '374612589', 9)
('', '3', '7', '461', '2', '89', '5', '374612895', 9)
('', '3', '7', '461', '5', '2', '89', '374615289', 9)
('', '3', '7', '461', '5', '89', '2', '374615892', 9)
('', '3', '7', '461', '89', '2', '5', '374618925', 9)
('', '3', '7', '461', '89', '5', '2', '374618952', 9)
('', '3', '7', '641', '2', '5', '89', '376412589', 9)
('', '3', '7', '641', '2', '89', '5', '376412895', 9)
('', '3', '7', '641', '5', '2', '89', '376415289', 9)
('', '3', '7', '641', '5', '89', '2', '376415892', 9)
('', '3', '7', '641', '89', '2', '5', '376418925', 9)
('', '3', '7', '641', '89', '5', '2', '376418952', 9)
('', '3', '41', '2', '5', '67', '89', '341256789', 9)
('', '3', '41', '2', '5', '89', '67', '341258967', 9)
('', '3', '41', '2', '67', '5', '89', '341267589', 9)
('', '3', '41', '2', '67', '89', '5', '341267895', 9)
('', '3', '41', '2', '89', '5', '67', '341289567', 9)
('', '3', '41', '2', '89', '67', '5', '341289675', 9)
('', '3', '41', '5', '2', '67', '89', '341526789', 9)
('', '3', '41', '5', '2', '89', '67', '341528967', 9)
('', '3', '41', '5', '67', '2', '89', '341567289', 9)
('', '3', '41', '5', '67', '89', '2', '341567892', 9)
('', '3', '41', '5', '89', '2', '67', '341589267', 9)
('', '3', '41', '5', '89', '67', '2', '341589672', 9)
('', '3', '41', '67', '2', '5', '89', '341672589', 9)
('', '3', '41', '67', '2', '89', '5', '341672895', 9)
('', '3', '41', '67', '5', '2', '89', '341675289', 9)
('', '3', '41', '67', '5', '89', '2', '341675892', 9)
('', '3', '41', '67', '89', '2', '5', '341678925', 9)
('', '3', '41', '67', '89', '5', '2', '341678952', 9)
('', '3', '41', '89', '2', '5', '67', '341892567', 9)
('', '3', '41', '89', '2', '67', '5', '341892675', 9)
('', '3', '41', '89', '5', '2', '67', '341895267', 9)
('', '3', '41', '89', '5', '67', '2', '341895672', 9)
('', '3', '41', '89', '67', '2', '5', '341896725', 9)
('', '3', '41', '89', '67', '5', '2', '341896752', 9)
('', '3', '47', '2', '5', '61', '89', '347256189', 9)
('', '3', '47', '2', '5', '89', '61', '347258961', 9)
('', '3', '47', '2', '61', '5', '89', '347261589', 9)
('', '3', '47', '2', '61', '89', '5', '347261895', 9)
('', '3', '47', '2', '89', '5', '61', '347289561', 9)
('', '3', '47', '2', '89', '61', '5', '347289615', 9)
('', '3', '47', '5', '2', '61', '89', '347526189', 9)
('', '3', '47', '5', '2', '89', '61', '347528961', 9)
('', '3', '47', '5', '61', '2', '89', '347561289', 9)
('', '3', '47', '5', '61', '89', '2', '347561892', 9)
('', '3', '47', '5', '89', '2', '61', '347589261', 9)
('', '3', '47', '5', '89', '61', '2', '347589612', 9)
('', '3', '47', '61', '2', '5', '89', '347612589', 9)
('', '3', '47', '61', '2', '89', '5', '347612895', 9)
('', '3', '47', '61', '5', '2', '89', '347615289', 9)
('', '3', '47', '61', '5', '89', '2', '347615892', 9)
('', '3', '47', '61', '89', '2', '5', '347618925', 9)
('', '3', '47', '61', '89', '5', '2', '347618952', 9)
('', '3', '47', '89', '2', '5', '61', '347892561', 9)
('', '3', '47', '89', '2', '61', '5', '347892615', 9)
('', '3', '47', '89', '5', '2', '61', '347895261', 9)
('', '3', '47', '89', '5', '61', '2', '347895612', 9)
('', '3', '47', '89', '61', '2', '5', '347896125', 9)
('', '3', '47', '89', '61', '5', '2', '347896152', 9)
('', '3', '61', '2', '5', '47', '89', '361254789', 9)
('', '3', '61', '2', '5', '89', '47', '361258947', 9)
('', '3', '61', '2', '47', '5', '89', '361247589', 9)
('', '3', '61', '2', '47', '89', '5', '361247895', 9)
('', '3', '61', '2', '89', '5', '47', '361289547', 9)
('', '3', '61', '2', '89', '47', '5', '361289475', 9)
('', '3', '61', '5', '2', '47', '89', '361524789', 9)
('', '3', '61', '5', '2', '89', '47', '361528947', 9)
('', '3', '61', '5', '47', '2', '89', '361547289', 9)
('', '3', '61', '5', '47', '89', '2', '361547892', 9)
('', '3', '61', '5', '89', '2', '47', '361589247', 9)
('', '3', '61', '5', '89', '47', '2', '361589472', 9)
('', '3', '61', '47', '2', '5', '89', '361472589', 9)
('', '3', '61', '47', '2', '89', '5', '361472895', 9)
('', '3', '61', '47', '5', '2', '89', '361475289', 9)
('', '3', '61', '47', '5', '89', '2', '361475892', 9)
('', '3', '61', '47', '89', '2', '5', '361478925', 9)
('', '3', '61', '47', '89', '5', '2', '361478952', 9)
('', '3', '61', '89', '2', '5', '47', '361892547', 9)
('', '3', '61', '89', '2', '47', '5', '361892475', 9)
('', '3', '61', '89', '5', '2', '47', '361895247', 9)
('', '3', '61', '89', '5', '47', '2', '361895472', 9)
('', '3', '61', '89', '47', '2', '5', '361894725', 9)
('', '3', '61', '89', '47', '5', '2', '361894752', 9)
('', '3', '67', '2', '5', '41', '89', '367254189', 9)
('', '3', '67', '2', '5', '89', '41', '367258941', 9)
('', '3', '67', '2', '41', '5', '89', '367241589', 9)
('', '3', '67', '2', '41', '89', '5', '367241895', 9)
('', '3', '67', '2', '89', '5', '41', '367289541', 9)
('', '3', '67', '2', '89', '41', '5', '367289415', 9)
('', '3', '67', '5', '2', '41', '89', '367524189', 9)
('', '3', '67', '5', '2', '89', '41', '367528941', 9)
('', '3', '67', '5', '41', '2', '89', '367541289', 9)
('', '3', '67', '5', '41', '89', '2', '367541892', 9)
('', '3', '67', '5', '89', '2', '41', '367589241', 9)
('', '3', '67', '5', '89', '41', '2', '367589412', 9)
('', '3', '67', '41', '2', '5', '89', '367412589', 9)
('', '3', '67', '41', '2', '89', '5', '367412895', 9)
('', '3', '67', '41', '5', '2', '89', '367415289', 9)
('', '3', '67', '41', '5', '89', '2', '367415892', 9)
('', '3', '67', '41', '89', '2', '5', '367418925', 9)
('', '3', '67', '41', '89', '5', '2', '367418952', 9)
('', '3', '67', '89', '2', '5', '41', '367892541', 9)
('', '3', '67', '89', '2', '41', '5', '367892415', 9)
('', '3', '67', '89', '5', '2', '41', '367895241', 9)
('', '3', '67', '89', '5', '41', '2', '367895412', 9)
('', '3', '67', '89', '41', '2', '5', '367894125', 9)
('', '3', '67', '89', '41', '5', '2', '367894152', 9)
('', '3', '89', '2', '5', '7', '461', '389257461', 9)
('', '3', '89', '2', '5', '7', '641', '389257641', 9)
('', '3', '89', '2', '5', '41', '67', '389254167', 9)
('', '3', '89', '2', '5', '47', '61', '389254761', 9)
('', '3', '89', '2', '5', '61', '47', '389256147', 9)
('', '3', '89', '2', '5', '67', '41', '389256741', 9)
('', '3', '89', '2', '5', '461', '7', '389254617', 9)
('', '3', '89', '2', '5', '641', '7', '389256417', 9)
('', '3', '89', '2', '7', '5', '461', '389275461', 9)
('', '3', '89', '2', '7', '5', '641', '389275641', 9)
('', '3', '89', '2', '7', '461', '5', '389274615', 9)
('', '3', '89', '2', '7', '641', '5', '389276415', 9)
('', '3', '89', '2', '41', '5', '67', '389241567', 9)
('', '3', '89', '2', '41', '67', '5', '389241675', 9)
('', '3', '89', '2', '47', '5', '61', '389247561', 9)
('', '3', '89', '2', '47', '61', '5', '389247615', 9)
('', '3', '89', '2', '61', '5', '47', '389261547', 9)
('', '3', '89', '2', '61', '47', '5', '389261475', 9)
('', '3', '89', '2', '67', '5', '41', '389267541', 9)
('', '3', '89', '2', '67', '41', '5', '389267415', 9)
('', '3', '89', '2', '461', '5', '7', '389246157', 9)
('', '3', '89', '2', '461', '7', '5', '389246175', 9)
('', '3', '89', '2', '641', '5', '7', '389264157', 9)
('', '3', '89', '2', '641', '7', '5', '389264175', 9)
('', '3', '89', '5', '2', '7', '461', '389527461', 9)
('', '3', '89', '5', '2', '7', '641', '389527641', 9)
